,Unnamed: 0,Object_area,Process_name,Hum_days,Process_volume,Final_price,Стоимость ч/ч с налогами
158,158,5901,Кабель ЭОМ пол,608,36482,"3 515 438,51","578,16"
159,159,3663,Кабель ЭОМ пол,354,21467,"2 045 794,88","578,16"
160,160,3241,Кабель ЭОМ пол,292,18367,"1 689 433,01","578,16"
161,161,6564,Кабель ЭОМ пол,586,43118,"3 386 695,69","578,16"
162,162,13088,Кабель ЭОМ пол,1276,91030,"7 379 297,52","578,16"
163,163,11719,Кабель ЭОМ пол,960,79244,"5 547 744,22","578,16"
164,164,6797,Кабель ЭОМ пол,557,42022,"3 217 682,18","578,16"
165,165,5178,Кабель ЭОМ пол,419,33680,"2 423 709,62","578,16"
166,166,9477,Кабель ЭОМ пол,820,67135,"4 738 431,46","578,16"
167,167,3520,Кабель ЭОМ пол,317,24709,"1 834 867,08","578,16"
0,0,250,Мариофф (основной объем),35,74,"218 102,98","630,72"
1,1,1000,Мариофф (основной объем),141,289,"891 585,79","630,72"
2,2,1500,Мариофф (основной объем),253,511,"1 596 226,18","630,72"
3,3,1700,Мариофф (основной объем),243,512,"1 531 993,65","630,72"
4,4,1674,Мариофф (основной объем),242,448,"1 524 611,70","630,72"
5,5,1420,Мариофф (основной объем),222,419,"1 402 186,43","630,72"
6,6,16000,Мариофф (основной объем),2164,5059,"13 651 808,26","630,72"
7,7,23000,Мариофф (основной объем),3881,6712,"24 475 468,03","630,72"
8,8,19000,Мариофф (основной объем),2744,5660,"17 304 433,92","630,72"
9,9,1573,Мариофф (основной объем),213,507,"1 342 143,40","630,72"
10,10,3856,Мариофф (основной объем),586,1043,"3 696 725,61","630,72"
11,11,14327,Мариофф (основной объем),2134,4268,"13 460 510,38","630,72"
12,12,16542,Мариофф (основной объем),2288,5129,"14 431 437,72","630,72"
13,13,18350,Мариофф (основной объем),2957,5634,"18 647 564,77","630,72"
14,14,10124,Мариофф (основной объем),1539,2801,"9 705 822,11","630,72"
15,15,7841,Мариофф (основной объем),1156,2551,"7 291 609,11","630,72"
16,16,5674,Мариофф (основной объем),897,1794,"5 657 217,31","630,72"
17,17,14568,Мариофф (основной объем),2480,4074,"15 642 211,22","630,72"
18,18,8260,Мариофф (основной объем),1306,2812,"8 235 568,37","630,72"
19,19,14109,Мариофф (основной объем),2380,3946,"15 014 103,41","630,72"
20,20,5073,Мариофф (основной объем),848,1573,"5 349 802,36","630,72"
21,21,13257,Мариофф (основной объем),1854,4191,"11 692 658,73","630,72"
22,22,10420,Мариофф (основной объем),1600,3421,"10 089 491,60","630,72"
23,23,6964,Мариофф (основной объем),1037,2159,"6 542 820,85","630,72"
24,24,7520,Мариофф (основной объем),1097,2126,"6 921 006,61","630,72"
25,25,3396,Мариофф (основной объем),496,1125,"3 125 497,14","630,72"
26,26,11824,Мариофф (основной объем),1905,3774,"12 015 738,74","630,72"
27,27,10756,Мариофф (основной объем),1570,3433,"9 899 248,29","630,72"
28,28,6407,Мариофф (основной объем),964,1948,"6 080 931,47","630,72"
29,29,11546,Мариофф (основной объем),1808,3861,"11 401 158,11","630,72"
30,30,9593,Мариофф (основной объем),1444,2770,"9 104 787,83","630,72"
31,31,17419,Мариофф (основной объем),2436,5825,"15 363 537,93","630,72"
32,32,7368,Мариофф (основной объем),1232,2419,"7 770 026,37","630,72"
33,33,7749,Мариофф (основной объем),1213,2638,"7 651 790,59","630,72"
34,34,18321,Мариофф (основной объем),3119,5514,"19 671 948,91","630,72"
35,35,14862,Мариофф (основной объем),2056,4473,"12 965 785,72","630,72"
36,36,9063,Мариофф (основной объем),1488,3003,"9 383 739,13","630,72"
37,37,6120,Мариофф (основной объем),958,1656,"6 043 226,02","630,72"
38,38,4218,Мариофф (основной объем),590,1295,"3 720 271,14","630,72"
39,39,8547,Мариофф (основной объем),1429,2780,"9 013 357,14","630,72"
40,40,16935,Мариофф (основной объем),2780,5148,"17 534 328,84","630,72"
41,41,15040,Мариофф (основной объем),2012,4664,"12 688 512,12","630,72"
42,42,10785,Мариофф (основной объем),1803,3279,"11 373 471,01","630,72"
43,43,16023,Мариофф (основной объем),2411,4871,"15 207 548,77","630,72"
44,44,5257,Мариофф (основной объем),879,1582,"5 543 842,11","630,72"
45,45,3385,Мариофф (основной объем),458,1132,"2 888 210,68","630,72"
46,46,12370,Мариофф (основной объем),1880,3949,"11 859 049,73","630,72"
47,47,9586,Мариофф (основной объем),1370,2681,"8 638 641,85","630,72"
48,48,16284,Мариофф (основной объем),2500,4802,"15 767 493,41","630,72"
49,49,18753,Мариофф (основной объем),2708,5245,"17 079 476,28","630,72"
50,50,3712,Мариофф (основной объем),609,1061,"3 843 367,50","630,72"
51,51,13117,Мариофф (основной объем),1934,3509,"12 197 938,61","630,72"
52,52,7839,Мариофф (основной объем),1060,2145,"6 688 532,81","630,72"
53,53,4062,Мариофф (основной объем),543,1334,"3 426 910,65","630,72"
54,54,8201,Мариофф (основной объем),1371,2244,"8 648 478,05","630,72"
55,55,4431,Мариофф (основной объем),721,1226,"4 545 333,13","630,72"
56,56,9635,Мариофф (основной объем),1479,2636,"9 329 390,75","630,72"
57,57,15278,Мариофф (основной объем),2392,4459,"15 086 341,03","630,72"
58,58,12057,Мариофф (основной объем),1741,3665,"10 981 029,46","630,72"
59,59,4790,Мариофф (основной объем),663,1369,"4 178 853,02","630,72"
60,60,6603,Мариофф (основной объем),1074,2027,"6 773 377,26","630,72"
61,61,7148,Мариофф (основной объем),1097,1956,"6 921 275,05","630,72"
62,62,5350,Мариофф (основной объем),838,1529,"5 282 885,49","630,72"
63,63,8374,Мариофф (основной объем),1133,2495,"7 145 015,15","630,72"
64,64,10975,Мариофф (основной объем),1551,3436,"9 785 154,07","630,72"
65,65,14205,Мариофф (основной объем),2310,4750,"14 571 531,73","630,72"
66,66,15837,Мариофф (основной объем),2167,4574,"13 664 558,89","630,72"
67,67,3719,Мариофф (основной объем),633,1176,"3 993 230,61","630,72"
68,68,13458,Мариофф (основной объем),2230,4173,"14 063 299,07","630,72"
69,69,3126,Мариофф (основной объем),489,941,"3 086 785,06","630,72"
70,70,11287,Мариофф (основной объем),1664,3054,"10 496 160,18","630,72"
71,71,18396,Мариофф (основной объем),2880,5872,"18 165 226,45","630,72"
72,72,16317,Мариофф (основной объем),2381,5556,"15 017 295,86","630,72"
73,73,5745,Мариофф (основной объем),943,1816,"5 948 315,27","630,72"
74,74,6218,Мариофф (основной объем),955,1758,"6 020 773,40","630,72"
75,75,8906,Мариофф (основной объем),1300,3005,"8 196 607,03","630,72"
76,76,12639,Мариофф (основной объем),2075,3458,"13 086 293,60","630,72"
77,77,17642,Мариофф (основной объем),2494,6007,"15 729 356,54","630,72"
78,78,11583,Мариофф (основной объем),1761,3873,"11 104 557,24","630,72"
79,79,4305,Мариофф (основной объем),609,1230,"3 838 276,83","630,72"
80,80,15469,Мариофф (основной объем),2633,4467,"16 609 648,91","630,72"
81,81,14807,Мариофф (основной объем),2003,4906,"12 633 895,30","630,72"
82,82,7387,Мариофф (основной объем),1201,2156,"7 577 606,82","630,72"
83,83,14635,Мариофф (основной объем),2091,4894,"13 188 662,99","630,72"
84,84,12822,Мариофф (основной объем),1929,4171,"12 169 455,80","630,72"
85,85,9406,Мариофф (основной объем),1501,3174,"9 468 353,50","630,72"
86,86,3535,Мариофф (основной объем),505,999,"3 185 645,62","630,72"
87,87,17492,Мариофф (основной объем),2393,4839,"15 092 534,20","630,72"
88,88,18917,Мариофф (основной объем),2674,5348,"16 866 128,43","630,72"
89,89,4917,Мариофф (основной объем),710,1465,"4 478 205,35","630,72"
90,90,9041,Мариофф (основной объем),1525,2501,"9 620 987,24","630,72"
91,91,18274,Мариофф (основной объем),2722,6111,"17 168 797,84","630,72"
92,92,16095,Мариофф (основной объем),2202,5333,"13 887 167,73","630,72"
93,93,13752,Мариофф (основной объем),2258,4097,"14 238 682,62","630,72"
94,94,10241,Мариофф (основной объем),1510,3238,"9 523 449,67","630,72"
95,95,6532,Мариофф (основной объем),913,1767,"5 761 216,48","630,72"
96,96,5858,Мариофф (основной объем),997,1585,"6 289 955,61","630,72"
97,97,17085,Мариофф (основной объем),2415,5090,"15 232 743,26","630,72"
98,98,5130,Мариофф (основной объем),795,1450,"5 016 464,32","630,72"
99,99,4593,Мариофф (основной объем),740,1438,"4 667 480,38","630,72"
100,100,15347,Мариофф (основной объем),2169,5225,"13 683 167,15","630,72"
101,101,14376,Мариофф (основной объем),2382,3933,"15 022 587,86","630,72"
102,102,7957,Мариофф (основной объем),1161,2588,"7 323 198,09","630,72"
103,103,7231,Мариофф (основной объем),1000,2242,"6 308 410,48","630,72"
104,104,17908,Мариофф (основной объем),2531,5444,"15 966 518,36","630,72"
105,105,12206,Мариофф (основной объем),1892,3488,"11 935 860,32","630,72"
106,106,16580,Мариофф (основной объем),2671,4687,"16 848 862,34","630,72"
107,107,5112,Мариофф (основной объем),777,1601,"4 900 845,77","630,72"
108,108,6350,Мариофф (основной объем),1023,2143,"6 452 972,01","630,72"
109,109,8603,Мариофф (основной объем),1190,2929,"7 505 359,61","630,72"
110,110,13391,Мариофф (основной объем),2015,4193,"12 709 497,94","630,72"
111,111,4816,Мариофф (основной объем),717,1610,"4 524 730,79","630,72"
112,112,4414,Мариофф (основной объем),678,1275,"4 273 993,85","630,72"
113,113,11520,Мариофф (основной объем),1909,3677,"12 038 133,84","630,72"
114,114,3983,Мариофф (основной объем),539,1271,"3 398 447,02","630,72"
115,115,13049,Мариофф (основной объем),2102,3848,"13 260 603,42","630,72"
116,116,13910,Мариофф (основной объем),2009,3721,"12 668 667,15","630,72"
117,117,7043,Мариофф (основной объем),1049,2077,"6 617 042,97","630,72"
118,118,8890,Мариофф (основной объем),1473,2730,"9 289 844,61","630,72"
119,119,16356,Мариофф (основной объем),2710,4724,"17 091 642,11","630,72"
120,120,6718,Мариофф (основной объем),1052,2267,"6 633 724,25","630,72"
121,121,8197,Мариофф (основной объем),1371,2791,"8 644 259,80","630,72"
122,122,17777,Мариофф (основной объем),2918,5999,"18 406 127,18","630,72"
123,123,11011,Мариофф (основной объем),1523,3280,"9 606 127,47","630,72"
124,124,14693,Мариофф (основной объем),2256,4243,"14 226 957,79","630,72"
125,125,18548,Мариофф (основной объем),3158,5413,"19 915 687,38","630,72"
126,126,15714,Мариофф (основной объем),2412,5303,"15 215 573,04","630,72"
127,127,13400,Мариофф (основной объем),2139,4318,"13 488 830,21","630,72"
128,128,10286,Мариофф (основной объем),1751,3158,"11 044 466,27","630,72"
129,129,12403,Мариофф (основной объем),1772,3393,"11 177 245,44","630,72"
130,130,8178,Мариофф (основной объем),1392,2312,"8 781 027,14","630,72"
131,131,14146,Мариофф (основной объем),2193,4300,"13 832 924,80","630,72"
132,132,9717,Мариофф (основной объем),1566,3249,"9 874 571,49","630,72"
133,133,3911,Мариофф (основной объем),660,1320,"4 161 893,72","630,72"
134,134,5863,Мариофф (основной объем),998,1782,"6 295 324,30","630,72"
135,135,15948,Мариофф (основной объем),2618,4509,"16 512 398,95","630,72"
136,136,12757,Мариофф (основной объем),1842,4227,"11 618 561,24","630,72"
137,137,11889,Мариофф (основной объем),1699,3940,"10 714 042,66","630,72"
138,138,9119,Мариофф (основной объем),1386,2966,"8 742 334,23","630,72"
139,139,3587,Мариофф (основной объем),507,1014,"3 198 118,24","630,72"
140,140,17431,Мариофф (основной объем),2861,5087,"18 047 882,25","630,72"
141,141,15587,Мариофф (основной объем),2393,5307,"15 092 601,31","630,72"
142,142,13823,Мариофф (основной объем),2353,4622,"14 842 276,61","630,72"
143,143,8864,Мариофф (основной объем),1428,2856,"9 007 739,19","630,72"
144,144,17215,Мариофф (основной объем),2434,5181,"15 348 649,41","630,72"
145,145,15092,Мариофф (основной объем),2248,4817,"14 179 243,57","630,72"
146,146,11649,Мариофф (основной объем),1718,3648,"10 832 796,13","630,72"
147,147,10477,Мариофф (основной объем),1736,3440,"10 948 222,94","630,72"
148,148,8842,Мариофф (основной объем),1277,2365,"8 052 937,09","630,72"
149,149,6578,Мариофф (основной объем),950,1800,"5 990 977,18","630,72"
150,150,7547,Мариофф (основной объем),1044,2386,"6 584 092,64","630,72"
151,151,12308,Мариофф (основной объем),1908,3480,"12 035 602,89","630,72"
152,152,13634,Мариофф (основной объем),1865,3896,"11 763 755,50","630,72"
153,153,16392,Мариофф (основной объем),2342,5481,"14 772 023,49","630,72"
154,154,5314,Мариофф (основной объем),783,1745,"4 941 666,98","630,72"
155,155,7124,Мариофф (основной объем),1148,2144,"7 239 523,24","630,72"
156,156,13868,Мариофф (основной объем),2298,4680,"14 491 739,59","630,72"
157,157,12142,Мариофф (основной объем),1735,3950,"10 942 039,36","630,72"
158,158,7896,Мариофф (основной объем),1332,2520,"8 402 534,59","630,72"
159,159,6024,Мариофф (основной объем),989,1868,"6 237 189,07","630,72"
160,160,9733,Мариофф (основной объем),1420,2870,"8 957 733,69","630,72"
161,161,11763,Мариофф (основной объем),1985,3218,"12 517 605,67","630,72"
162,162,6463,Мариофф (основной объем),1071,1788,"6 753 685,68","630,72"
163,163,8530,Мариофф (основной объем),1193,2567,"7 523 450,17","630,72"
164,164,7009,Мариофф (основной объем),1001,1939,"6 316 319,71","630,72"
165,165,4149,Мариофф (основной объем),681,1400,"4 295 832,91","630,72"
166,166,9443,Мариофф (основной объем),1450,3100,"9 143 480,73","630,72"
167,167,11048,Мариофф (основной объем),1528,3493,"9 638 406,72","630,72"
0,0,250,Лобики ГКЛ,85,25,"418 349,57","490,56"
1,1,1000,Лобики ГКЛ,367,93,"1 802 121,22","490,56"
2,2,1500,Лобики ГКЛ,467,167,"2 292 877,44","490,56"
3,3,1700,Лобики ГКЛ,546,186,"2 680 655,31","490,56"
4,4,1674,Лобики ГКЛ,527,165,"2 585 786,50","490,56"
5,5,1420,Лобики ГКЛ,424,162,"2 079 197,35","490,56"
6,6,5000,Лобики ГКЛ,1574,525,"7 723 376,64","490,56"
7,7,23000,Лобики ГКЛ,7695,2392,"37 748 003,33","490,56"
8,8,19000,Лобики ГКЛ,5983,1857,"29 348 831,23","490,56"
9,9,12370,Лобики ГКЛ,4017,1312,"19 704 747,36","490,56"
10,10,9586,Лобики ГКЛ,3364,957,"16 503 922,64","490,56"
11,11,16284,Лобики ГКЛ,5234,1694,"25 677 524,15","490,56"
12,12,18753,Лобики ГКЛ,5782,1814,"28 363 811,08","490,56"
13,13,3712,Лобики ГКЛ,1291,344,"6 331 109,28","490,56"
14,14,13117,Лобики ГКЛ,4044,1296,"19 839 391,56","490,56"
15,15,7839,Лобики ГКЛ,2288,734,"11 225 783,13","490,56"
16,16,4062,Лобики ГКЛ,1199,389,"5 882 316,73","490,56"
17,17,8201,Лобики ГКЛ,2448,896,"12 008 096,83","490,56"
18,18,4431,Лобики ГКЛ,1613,484,"7 913 902,69","490,56"
19,19,9635,Лобики ГКЛ,2844,1072,"13 952 762,61","490,56"
20,20,15278,Лобики ГКЛ,5362,1700,"26 303 664,73","490,56"
21,21,12057,Лобики ГКЛ,3836,1367,"18 818 152,00","490,56"
22,22,4790,Лобики ГКЛ,1713,468,"8 400 942,04","490,56"
23,23,6603,Лобики ГКЛ,2361,646,"11 580 672,29","490,56"
24,24,7148,Лобики ГКЛ,2110,818,"10 351 255,54","490,56"
25,25,5350,Лобики ГКЛ,1632,568,"8 005 762,60","490,56"
26,26,8374,Лобики ГКЛ,2774,801,"13 608 814,90","490,56"
27,27,10975,Лобики ГКЛ,3672,1233,"18 012 362,46","490,56"
28,28,14205,Лобики ГКЛ,4613,1418,"22 627 804,07","490,56"
29,29,15837,Лобики ГКЛ,5246,1598,"25 737 138,96","490,56"
30,30,3719,Лобики ГКЛ,1256,379,"6 163 528,09","490,56"
31,31,13458,Лобики ГКЛ,4370,1484,"21 437 873,08","490,56"
32,32,3126,Лобики ГКЛ,1036,348,"5 080 147,53","490,56"
33,33,11287,Лобики ГКЛ,3850,1174,"18 887 646,30","490,56"
34,34,18396,Лобики ГКЛ,5732,2066,"28 119 848,92","490,56"
35,35,16317,Лобики ГКЛ,5084,1765,"24 941 920,79","490,56"
36,36,5745,Лобики ГКЛ,1960,562,"9 613 673,07","490,56"
37,37,6218,Лобики ГКЛ,2182,679,"10 705 340,18","490,56"
38,38,8906,Лобики ГКЛ,3038,954,"14 903 285,01","490,56"
39,39,12639,Лобики ГКЛ,4187,1420,"20 539 982,28","490,56"
40,40,17642,Лобики ГКЛ,5613,1798,"27 535 028,41","490,56"
41,41,11583,Лобики ГКЛ,3457,1253,"16 960 100,66","490,56"
42,42,4305,Лобики ГКЛ,1327,488,"6 511 289,22","490,56"
43,43,15469,Лобики ГКЛ,5581,1802,"27 379 209,29","490,56"
44,44,14807,Лобики ГКЛ,5245,1663,"25 731 008,53","490,56"
45,45,7387,Лобики ГКЛ,2617,738,"12 836 831,23","490,56"
46,46,14635,Лобики ГКЛ,4848,1522,"23 783 736,10","490,56"
47,47,12822,Лобики ГКЛ,3995,1227,"19 599 516,36","490,56"
48,48,9406,Лобики ГКЛ,3270,871,"16 042 676,15","490,56"
49,49,3535,Лобики ГКЛ,1206,364,"5 915 462,89","490,56"
50,50,17492,Лобики ГКЛ,5909,2019,"28 989 629,86","490,56"
51,51,18917,Лобики ГКЛ,6391,2144,"31 351 293,62","490,56"
52,52,4917,Лобики ГКЛ,1548,470,"7 595 168,59","490,56"
53,53,9041,Лобики ГКЛ,3084,865,"15 129 193,78","490,56"
54,54,18274,Лобики ГКЛ,5574,1767,"27 345 290,79","490,56"
55,55,16095,Лобики ГКЛ,5701,1707,"27 969 243,08","490,56"
56,56,13752,Лобики ГКЛ,3969,1502,"19 472 177,18","490,56"
57,57,10241,Лобики ГКЛ,2956,1022,"14 500 768,36","490,56"
58,58,6532,Лобики ГКЛ,2357,700,"11 561 251,22","490,56"
59,59,5858,Лобики ГКЛ,1748,676,"8 577 421,19","490,56"
60,60,17085,Лобики ГКЛ,5380,1972,"26 390 777,98","490,56"
61,61,5130,Лобики ГКЛ,1800,502,"8 832 163,90","490,56"
62,62,4593,Лобики ГКЛ,1461,459,"7 168 596,84","490,56"
63,63,15347,Лобики ГКЛ,4631,1436,"22 718 376,75","490,56"
64,64,14376,Лобики ГКЛ,5140,1615,"25 213 349,21","490,56"
65,65,7957,Лобики ГКЛ,2427,811,"11 906 888,41","490,56"
66,66,7231,Лобики ГКЛ,2348,752,"11 518 595,65","490,56"
67,67,17908,Лобики ГКЛ,5463,2049,"26 797 606,84","490,56"
68,68,12206,Лобики ГКЛ,4404,1142,"21 603 893,50","490,56"
69,69,16580,Лобики ГКЛ,6091,1535,"29 879 169,76","490,56"
70,70,5112,Лобики ГКЛ,1844,548,"9 047 935,73","490,56"
71,71,6350,Лобики ГКЛ,2229,594,"10 932 600,54","490,56"
72,72,8603,Лобики ГКЛ,3048,832,"14 949 947,08","490,56"
73,73,13391,Лобики ГКЛ,4875,1504,"23 916 739,09","490,56"
74,74,4816,Лобики ГКЛ,1722,486,"8 446 542,14","490,56"
75,75,4414,Лобики ГКЛ,1506,496,"7 386 379,97","490,56"
76,76,11520,Лобики ГКЛ,3703,1318,"18 165 381,86","490,56"
77,77,3983,Лобики ГКЛ,1411,377,"6 921 497,06","490,56"
78,78,13049,Лобики ГКЛ,3938,1425,"19 316 615,51","490,56"
79,79,13910,Лобики ГКЛ,4836,1476,"23 724 604,00","490,56"
80,80,7043,Лобики ГКЛ,2356,652,"11 559 095,11","490,56"
81,81,8890,Лобики ГКЛ,2566,888,"12 587 816,69","490,56"
82,82,16356,Лобики ГКЛ,5848,1667,"28 685 972,43","490,56"
83,83,6718,Лобики ГКЛ,2115,699,"10 377 128,85","490,56"
84,84,8197,Лобики ГКЛ,3011,895,"14 771 987,61","490,56"
85,85,17777,Лобики ГКЛ,6531,2034,"32 036 308,86","490,56"
86,86,11011,Лобики ГКЛ,3720,1214,"18 248 617,33","490,56"
87,87,14693,Лобики ГКЛ,4723,1681,"23 168 746,15","490,56"
88,88,18548,Лобики ГКЛ,6449,1794,"31 635 079,44","490,56"
89,89,15714,Лобики ГКЛ,5154,1749,"25 284 404,28","490,56"
90,90,13400,Лобики ГКЛ,4395,1505,"21 561 093,12","490,56"
91,91,10286,Лобики ГКЛ,3374,1070,"16 550 552,52","490,56"
92,92,12403,Лобики ГКЛ,4068,1406,"19 956 883,43","490,56"
93,93,8178,Лобики ГКЛ,2414,765,"11 842 832,66","490,56"
94,94,14146,Лобики ГКЛ,4733,1530,"23 216 663,26","490,56"
95,95,9717,Лобики ГКЛ,3092,910,"15 165 960,27","490,56"
96,96,3911,Лобики ГКЛ,1283,435,"6 292 942,92","490,56"
97,97,5863,Лобики ГКЛ,1692,622,"8 301 728,83","490,56"
98,98,15948,Лобики ГКЛ,5283,1775,"25 917 528,08","490,56"
99,99,12757,Лобики ГКЛ,3891,1287,"19 089 628,69","490,56"
100,100,11889,Лобики ГКЛ,3666,1212,"17 982 048,20","490,56"
101,101,9119,Лобики ГКЛ,3290,873,"16 140 087,24","490,56"
102,102,3587,Лобики ГКЛ,1118,358,"5 483 034,25","490,56"
103,103,17431,Лобики ГКЛ,5317,1668,"26 083 822,03","490,56"
104,104,15587,Лобики ГКЛ,5726,1427,"28 089 663,39","490,56"
105,105,13823,Лобики ГКЛ,4171,1495,"20 462 378,43","490,56"
106,106,8864,Лобики ГКЛ,2588,1005,"12 693 626,95","490,56"
107,107,17215,Лобики ГКЛ,4969,1844,"24 375 620,29","490,56"
108,108,15092,Лобики ГКЛ,4802,1727,"23 555 075,88","490,56"
109,109,11649,Лобики ГКЛ,3668,1296,"17 993 922,90","490,56"
110,110,10477,Лобики ГКЛ,3058,1002,"15 003 511,91","490,56"
111,111,8842,Лобики ГКЛ,3161,993,"15 507 542,69","490,56"
112,112,6578,Лобики ГКЛ,1920,636,"9 419 977,22","490,56"
113,113,7547,Лобики ГКЛ,2748,769,"13 479 174,81","490,56"
114,114,12308,Лобики ГКЛ,4158,1370,"20 398 145,68","490,56"
115,115,13634,Лобики ГКЛ,4472,1276,"21 937 607,73","490,56"
116,116,16392,Лобики ГКЛ,5592,1858,"27 430 344,47","490,56"
117,117,5314,Лобики ГКЛ,1778,602,"8 721 429,99","490,56"
118,118,7124,Лобики ГКЛ,2126,785,"10 431 128,13","490,56"
119,119,13868,Лобики ГКЛ,5004,1399,"24 545 534,58","490,56"
120,120,12142,Лобики ГКЛ,4182,1250,"20 513 771,07","490,56"
121,121,7896,Лобики ГКЛ,2279,739,"11 180 360,02","490,56"
122,122,6024,Лобики ГКЛ,1897,702,"9 305 124,18","490,56"
123,123,9733,Лобики ГКЛ,2841,911,"13 938 072,11","490,56"
124,124,11763,Лобики ГКЛ,3935,1077,"19 305 641,88","490,56"
125,125,6463,Лобики ГКЛ,2268,672,"11 127 149,18","490,56"
126,126,8530,Лобики ГКЛ,2854,852,"13 999 585,58","490,56"
127,127,7009,Лобики ГКЛ,2184,744,"10 713 851,98","490,56"
128,128,4149,Лобики ГКЛ,1198,440,"5 874 786,44","490,56"
129,129,9443,Лобики ГКЛ,2757,1012,"13 522 779,71","490,56"
130,130,11048,Лобики ГКЛ,3588,1126,"17 598 872,18","490,56"
131,131,13224,Лобики ГКЛ,4294,1224,"21 065 123,62","490,56"
132,132,18953,Лобики ГКЛ,5657,1971,"27 751 427,77","490,56"
133,133,17010,Лобики ГКЛ,5802,1911,"28 464 504,61","490,56"
134,134,5806,Лобики ГКЛ,1714,646,"8 407 860,89","490,56"
135,135,9659,Лобики ГКЛ,3453,994,"16 940 438,23","490,56"
136,136,3758,Лобики ГКЛ,1196,422,"5 865 357,49","490,56"
137,137,6302,Лобики ГКЛ,2067,590,"10 140 149,91","490,56"
138,138,3521,Лобики ГКЛ,1201,374,"5 892 035,32","490,56"
139,139,16170,Лобики ГКЛ,5622,1564,"27 579 212,56","490,56"
140,140,14320,Лобики ГКЛ,4368,1623,"21 428 508,49","490,56"
141,141,11353,Лобики ГКЛ,3314,1275,"16 257 981,36","490,56"
142,142,10580,Лобики ГКЛ,3401,1188,"16 683 137,16","490,56"
143,143,8266,Лобики ГКЛ,2603,885,"12 768 286,26","490,56"
144,144,7691,Лобики ГКЛ,2371,744,"11 632 595,91","490,56"
145,145,6891,Лобики ГКЛ,2170,652,"10 644 357,69","490,56"
146,146,5016,Лобики ГКЛ,1744,527,"8 555 184,30","490,56"
147,147,6210,Лобики ГКЛ,1955,678,"9 592 433,79","490,56"
148,148,5402,Лобики ГКЛ,1878,517,"9 213 537,80","490,56"
149,149,3989,Лобики ГКЛ,1269,456,"6 225 894,36","490,56"
150,150,3059,Лобики ГКЛ,1074,344,"5 266 586,62","490,56"
151,151,3487,Лобики ГКЛ,1224,341,"6 003 461,11","490,56"
152,152,7214,Лобики ГКЛ,2153,795,"10 562 908,24","490,56"
153,153,8555,Лобики ГКЛ,2946,827,"14 453 575,32","490,56"
154,154,9432,Лобики ГКЛ,3217,1040,"15 783 492,50","490,56"
155,155,4903,Лобики ГКЛ,1737,535,"8 520 236,02","490,56"
156,156,7646,Лобики ГКЛ,2307,883,"11 318 479,74","490,56"
157,157,4377,Лобики ГКЛ,1551,478,"7 606 174,40","490,56"
158,158,5901,Лобики ГКЛ,1761,657,"8 640 382,80","490,56"
159,159,3663,Лобики ГКЛ,1129,381,"5 540 267,69","490,56"
160,160,3241,Лобики ГКЛ,935,320,"4 589 101,68","490,56"
161,161,6564,Лобики ГКЛ,2239,621,"10 984 186,26","490,56"
162,162,13088,Лобики ГКЛ,3864,1388,"18 953 166,27","490,56"
163,163,11719,Лобики ГКЛ,4190,1341,"20 553 369,46","490,56"
164,164,6797,Лобики ГКЛ,2385,657,"11 702 186,75","490,56"
165,165,5178,Лобики ГКЛ,1851,598,"9 081 435,88","490,56"
166,166,9477,Лобики ГКЛ,3419,1045,"16 773 725,93","490,56"
167,167,3520,Лобики ГКЛ,1293,333,"6 343 466,68","490,56"
